action,batch,corrected_action,narration_text,reasoning,round,scenario,status_main,status_secondary,timestamp_sec,video_uid
Essential Operation,1,Stationary,#C C types on the computer keyboard,Core manual task involving high hand activity.,r001,Playing Instrument,Bad,,1747.390528834375,4b5de875-cc82-494e-b768-8ac0ae3bb279
Object Transfer,1,,#C C inserts the charger on the phone,"Logistics step, inserting the charger.",r001,Playing Instrument,Gold,,1831.226138834375,4b5de875-cc82-494e-b768-8ac0ae3bb279
Stationary,1,,#C C stares at the computer monitor,"Low body/hand motion, primarily visual focus.",r001,Playing Instrument,Gold,,1843.4640188343749,4b5de875-cc82-494e-b768-8ac0ae3bb279
Essential Operation,1,Stationary,#C C types with both hands.,Core task involving high hand activity.,r001,Playing Instrument,Bad,,1912.3485419569336,4b5de875-cc82-494e-b768-8ac0ae3bb279
Search,1,Stationary,#C C looks on the phone.,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Bad,,1916.5683819569333,4b5de875-cc82-494e-b768-8ac0ae3bb279
Locomotion,1,,"#C C, person X and person Y cycle on the road","Body moving through space (cycling), high body acceleration.",r001,Walking Outdoors,Gold,,580.8235319333334,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,"#C C, person X and person Y cycle on the sidewalk","Movement through space, indicative of cycling.",r001,Walking Outdoors,Gold,,947.7853519333332,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,"#C C, person X and person Y walk on the sidewalk","Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,,1147.3375852666666,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#C C and person X walks on the sidewalk,"Movement through space (walking), high body acceleration.",r001,Walking Outdoors,Gold,,1223.2390452666666,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O person X and person Y walk on the sidewalk,Body moving through space (walking).,r001,Walking Outdoors,Gold,,1460.5696952666667,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O person X walks on the floor,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,,1476.3730652666666,4dc1caff-6353-4a05-9382-92031b25f783
Search,1,Stationary,#C C stares at person Y,"Head movement (visual focus), hands mostly still.",r001,Walking Outdoors,Bad,,1482.2114952666666,4dc1caff-6353-4a05-9382-92031b25f783
Stationary,1,,#O person X takes pictures of C and person Y with the phone,"The action involves holding and using a phone to take pictures, which is a low-energy activity.",r001,Walking Outdoors,Gold,,1700.1096186,4dc1caff-6353-4a05-9382-92031b25f783
Search,1,Stationary,#C C looks at person Y,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Bad,,1701.4202586,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O person Y walks on the sidewalk,"Body moving through space, characteristic of walking.",r001,Walking Outdoors,Gold,,1751.1249686,4dc1caff-6353-4a05-9382-92031b25f783
Stationary,1,,#O person Y puts on face mask,Putting on a face mask is a static action with minimal body movement.,r001,Walking Outdoors,Gold,,1760.4223585999998,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O man E and lady D takes a u turn,"Body moving through space, specifically taking a U-turn while walking.",r001,Walking Outdoors,Gold,,2146.8820279333336,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#C C takes a U turn with the bicycle,"Body moving through space, involves physical movement and turning.",r001,Walking Outdoors,Gold,,2150.7953279333333,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O man D and lady A cycles a bicycle on the road,"The action describes movement through space, which corresponds to locomotion.",r001,Walking Outdoors,Gold,,2193.3365319333334,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#C C cycles a bicycle on the road,Body moving through space with continuous motion.,r001,Walking Outdoors,Gold,,2196.462391933333,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O man D and lady A takes a u turn with the bicycle,"Movement through space, involving body motion like turning with a bicycle.",r001,Walking Outdoors,Gold,,2257.5714719333337,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#C C cycles a bicycle on the pavement,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,,2362.443561933333,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O man D and lady A dialogue's on the road,"The action describes people walking while dialoguing, which corresponds to movement through space.",r001,Walking Outdoors,,Skip,2750.285465266667,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O lady y cycles a bicycle on the road,"Body moving through space, high body acceleration.",r001,Walking Outdoors,Gold,,2763.140205266667,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#O man D cycles the bicycle on the road,"Body moving through space, indicative of movement (cycling).",r001,Walking Outdoors,Gold,,2829.496575266667,4dc1caff-6353-4a05-9382-92031b25f783
Locomotion,1,,#C C stops the bicycle at the compound,"Stopping the bicycle is part of the locomotion process, involving body movement through space.",r001,Walking Outdoors,Gold,,3142.831265266667,4dc1caff-6353-4a05-9382-92031b25f783
Stationary,1,Object Transfer,#C C parks the bicycle in the compound,"The action describes setting the bicycle down, which is a low energy, stationary activity.",r001,Walking Outdoors,Bad,,3157.292945266667,4dc1caff-6353-4a05-9382-92031b25f783
Object Transfer,1,,#C C takes a hat from the hanger,Logistics step involving picking up and moving an object.,r001,Walking Outdoors,Gold,,3255.005349933333,4dc1caff-6353-4a05-9382-92031b25f783
Object Transfer,1,,#C C takes the hat,"Logistics step, picking up an object.",r001,Walking Outdoors,Gold,,3255.206451933333,4dc1caff-6353-4a05-9382-92031b25f783
Stationary,1,Object Transfer,#C C removes the hat,"The action involves removing a hat, which is a brief, stationary activity with minimal body motion.",r001,Walking Outdoors,Bad,,3266.4248019333336,4dc1caff-6353-4a05-9382-92031b25f783
Object Transfer,1,,#C C puts the bag on the bags,"The action involves placing an object (bag) onto another object (bags), which is a logistics or setup step.",r001,Walking Outdoors,Gold,,3439.6312019333336,4dc1caff-6353-4a05-9382-92031b25f783
Essential Operation,1,,#C C cuts the fruit with a scissor,"Core task involving manual dexterity with hands, high hand activity.",r001,Walking Outdoors,Gold,,3446.4596619333333,4dc1caff-6353-4a05-9382-92031b25f783
Object Transfer,1,,#C C puts the fruits on the table,"The action involves placing fruits on a table, which is a logistics step.",r001,Walking Outdoors,Gold,,3463.543221933334,4dc1caff-6353-4a05-9382-92031b25f783
Search,1,,#C C wipes the flower with a flower,"Indicates a visual interaction with the environment, likely involving head movement.",r001,Walking Outdoors,,Skip,3554.378961933334,4dc1caff-6353-4a05-9382-92031b25f783
Essential Operation,1,,#C C cuts the flower with a scissor,Core manual task involving high hand activity.,r001,Walking Outdoors,Gold,,3616.1669219333335,4dc1caff-6353-4a05-9382-92031b25f783
Stationary,1,,#C C touches her face,"Low body/hand motion, likely a minor action such as adjusting glasses or wiping sweat.",r001,Playing Instrument,Gold,,30.7769086,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#C C moves a piece on the draughtboard,"The action involves moving a piece on a board, which is a low energy activity with minimal body movement.",r001,Playing Instrument,Gold,,34.5780986,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#O a man P points at the draughtboard,The action describes a pointing gesture which involves minimal body movement.,r001,Playing Instrument,Gold,,250.9328486,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#O a man P moves a piece on the draughtboard,"The action of moving a piece on a draughtboard involves minimal body movement and is primarily a hand motion, which is typically low energy.",r001,Playing Instrument,Gold,,335.2750186,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#O a woman P moves a piece on the draughtboard,"The action involves a small, precise movement on a board, indicating low body and hand motion.",r001,Playing Instrument,Gold,,552.0940892282475,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#O a woman P touches a piece,"The action described is vague and seems to indicate a stationary or preparatory motion with the hands, not involving significant body or hand movement.",r001,Playing Instrument,Gold,,573.6203692282475,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Stationary,1,,#O a woman P counts the pieces,"The action described is counting pieces, which is a low-energy activity with minimal body or hand movement.",r001,Playing Instrument,Gold,,582.3619192282474,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Object Transfer,1,,#O a woman P puts a piece on the table,"The action involves placing an object on the table, which is a logistics step.",r001,Playing Instrument,Gold,,724.6235692282474,4fc422f7-d6e1-454b-b11c-f6c2a4b9fbcb
Object Transfer,1,,#C C picks the chopsticks from the sink with her left hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,189.5410796,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the spoons with water from the faucet and sponge with both hands.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,210.1545896,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the plate with water from the faucet and sponge with both hands.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,218.1852896,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,Essential Operation,#C C turns off the faucet with her right hand.,Turning off the faucet is a logistics action involving a specific object interaction.,r001,Cleaning,Bad,,252.9129796,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C drops the pot in the sink,Refined via regex fallback,r001,Cleaning,Gold,,260.30942960000004,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks a knife from a tray on the kitchen counter with her left hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,353.4202909546634,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the spoon with a sponge with her both hands.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,429.4909409546634,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C turns the content of the filter into the bin.,"Core task involving manipulation, high hand activity.",r001,Cleaning,Gold,,518.8052009546634,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C drops the filter into the sink.,Refined via regex fallback,r001,Cleaning,Gold,,524.4078809546634,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the cup with water from the faucet with her left hand.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,561.4237976213301,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the cup with water from the faucet with her right hand.,Core manual task involving high hand activity.,r001,Cleaning,Gold,,625.57830762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,Essential Operation,#C C turns off the faucet with her left hand.,Turning off the faucet is a logistics step involving a specific action with the hand.,r001,Cleaning,Bad,,636.3597576213301,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Locomotion,1,Object Transfer,#C C drags the rack from the dishwasher with her right hand.,"Body moving through space while performing a task that involves dragging an object, indicating high body acceleration.",r001,Cleaning,Bad,,684.7191876213301,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C passes the cup from her right hand to her left hand.,Movement of an object between hands.,r001,Cleaning,Gold,,724.7444076213301,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks a plate from the dishwasher with her left hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,836.27604762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Stationary,1,,#C C holds the spoons and the spatula with both hands.,"Low body/hand motion, holding items without movement.",r001,Cleaning,Gold,,901.29299762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks up chopsticks from the spoon rack with her right hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,909.83571762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C drops the spoon into a green rack with her right hand.,"[CtxFixed] The action of dropping the spoon into a green rack appears to be a deliberate placement, which fits the definition of 'Object Transfer'.",r001,Cleaning,Gold,,920.20063762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks up a spoon from the spoon rack with her left hand.,Logistics step of picking up an object.,r001,Cleaning,Gold,,927.44818762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C passes the spoon from her right hand to her left hand.,Logistics of moving the spoon between hands.,r001,Cleaning,Gold,,929.50772762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks up spoons from the spoon rack with her left hand.,Logistics step involving picking up objects.,r001,Cleaning,Gold,,933.29644762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,Stationary,#C C holds the peeler with both hands.,"Core task, high hand activity.",r001,Cleaning,Bad,,940.94052762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C drops the peeler into the blue rack with her right hand.,"[CtxFixed] The action of dropping the peeler into the blue rack appears to be a deliberate placement, which fits the 'Object Transfer' category.",r001,Cleaning,Gold,,943.58279762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Object Transfer,1,,#C C picks a spatula from the sink with her left hand.,Logistics step involving picking up an object.,r001,Cleaning,Gold,,992.54937762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
Essential Operation,1,,#C C washes the plate with the sponge with her right hand.,Core task involving high hand activity.,r001,Cleaning,Gold,,1051.04059762133,516c9abc-dbf3-4f87-b78e-db0ab9d657ea
