action,annotation_id,annotator,batch,corrected_action,created_at,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,id,lead_time,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,status,timestamp_sec,updated_at,verdict,video_uid,watchlist_hit
Object Transfer,13483,6,6,,2026-03-03T21:07:34.964843Z,5,4436,,no,0,0.0,0,1149537,1.395,#C C carries chopping board,carries chopping board,"Logistics step, moving an object from one place to another.",r002,Cooking,,silver,1706.9620985999998,2026-03-03T21:07:34.964869Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13484,6,6,,2026-03-03T21:07:37.091170Z,12,1025,,no,0,0.0,0,1149538,1.333,#C C puts chopping board on the counter,puts chopping board on counter,Logistics step involving placing an object.,r002,Cooking,,silver,1711.7887085999998,2026-03-03T21:07:37.091184Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13485,6,6,,2026-03-03T21:07:39.440394Z,6,3324,,no,1,1.0,1,1149539,1.606,#C C carries plate,carries plate,Logistics of moving an object (plate).,r002,Cooking,,silver,1714.7735785999998,2026-03-03T21:07:39.440428Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13486,6,6,,2026-03-03T21:07:42.053632Z,14,714,,no,0,0.0,0,1149540,1.715,#C C grabs spoon,grabs spoon,Logistics step of picking up the spoon.,r002,Cooking,,silver,1719.3086485999995,2026-03-03T21:07:42.053660Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Essential Operation,13487,6,6,,2026-03-03T21:07:44.399061Z,4,6658,,no,0,0.0,0,1149541,1.593,#C C hits spoon against cooking pot,hits spoon against cooking pot,Core task involving high hand activity.,r002,Cooking,,silver,1745.3470985999998,2026-03-03T21:07:44.399087Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13488,6,6,,2026-03-03T21:07:46.630991Z,10,1392,,no,0,0.0,0,1149542,1.426,#C C drops spoon on plate,drops spoon on plate,Refined via regex fallback,r002,Cooking,,silver,1748.9941685999995,2026-03-03T21:07:46.631017Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Locomotion,13489,6,6,,2026-03-03T21:07:49.075951Z,4,8427,,no,0,0.0,0,1149543,1.485,#C C walks to the other counter,walks to other counter,"Movement through space, high body acceleration.",r002,Cooking,,silver,1750.4937985999998,2026-03-03T21:07:49.075966Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Essential Operation,13490,6,6,,2026-03-03T21:07:52.025096Z,3,11892,,no,0,0.0,0,1149544,2.04,#C C pours coconut milk into the food,pours coconut milk into food,Core task involving active hand movement.,r002,Cooking,,silver,1760.6680385999998,2026-03-03T21:07:52.025112Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Essential Operation,13491,6,6,,2026-03-03T21:07:54.695434Z,3,10198,,no,0,0.0,0,1149545,1.647,#C C folds the polythene bag of vegetable,folds polythene bag of vegetable,Core task involving manual dexterity with hands.,r002,Cooking,,silver,1805.0312186,2026-03-03T21:07:54.695460Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13492,6,6,,2026-03-03T21:07:57.664775Z,5,5258,,no,0,0.0,0,1149546,1.518,#C C puts bottle in the fridge,puts bottle in fridge,Logistics step involving placing an object.,r002,Cooking,,silver,1813.3007186,2026-03-03T21:07:57.664791Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Locomotion,13493,6,6,,2026-03-03T21:08:00.346884Z,12,1082,,no,0,0.0,0,1149547,1.841,#C C walks to the counter,walks to counter,Body moving through space (walking).,r002,Cooking,,silver,1847.9565786,2026-03-03T21:08:00.346912Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13494,6,6,,2026-03-03T21:08:02.636840Z,5,4662,,no,0,0.0,0,1149548,1.428,#C C grabs container,grabs container,Logistics step involving picking up an object.,r002,Cooking,,silver,1851.3194086,2026-03-03T21:08:02.636866Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Stationary,13495,6,6,,2026-03-03T21:08:05.152916Z,10,1331,watchlist_verb,yes,0,0.0,0,1149549,1.529,#C C holds bag of cheese,holds bag of cheese,"Low body/hand motion, holding an object without moving it.",r002,Cooking,,silver,1885.7819886,2026-03-03T21:08:05.152941Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,yes
Object Transfer,13496,6,6,,2026-03-03T21:08:07.844716Z,25,255,,no,0,0.0,0,1149550,1.66,#C C picks cooking pot lid,picks cooking pot lid,Logistics action involving picking up an object.,r002,Cooking,,silver,1992.6673786,2026-03-03T21:08:07.844740Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13497,6,6,,2026-03-03T21:08:10.193629Z,3,10245,,no,0,0.0,0,1149551,1.38,#C C grabs casserole dish,grabs casserole dish,Logistics step involving picking up an object.,r002,Cooking,,silver,2002.4245586,2026-03-03T21:08:10.193652Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13498,6,6,,2026-03-03T21:08:14.527953Z,6,3470,,no,0,0.0,0,1149552,3.559,#C C grabs scouring pad,grabs scouring pad,Logistics action of picking up an object.,r002,Cooking,,silver,2006.8424686,2026-03-03T21:08:14.527975Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Stationary,13499,6,6,,2026-03-03T21:08:18.686564Z,4,5923,watchlist_verb,yes,0,0.0,0,1149553,2.711,#C C holds casserole dish,holds casserole dish,"Low body/hand motion, holding an object.",r002,Cooking,,silver,2006.8424686,2026-03-03T21:08:18.686580Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,yes
Essential Operation,13519,6,6,,2026-03-03T21:09:12.992755Z,6,3942,,no,0,0.0,0,1149554,0.572,#C C rinses right hand,rinses right hand,Core task involving high hand activity.,r002,Cooking,,silver,2033.7313486,2026-03-03T21:09:12.992780Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Stationary,13520,6,6,Essential Operation,2026-03-03T21:09:14.194364Z,7,3081,,no,0,0.0,0,1149555,24.615,#C C turns off cooker,turns off cooker,Low energy action after turning off the cooker.,r002,Cooking,,silver,2118.1350086,2026-03-03T21:09:33.460318Z,Bad,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13521,6,6,,2026-03-03T21:09:36.823744Z,4,6634,,no,0,0.0,0,1149556,0.911,#C C grabs kitchen towel,grabs kitchen towel,"Logistics/Setup step, picking up an object.",r002,Cooking,,silver,2134.8235386,2026-03-03T21:09:36.823768Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Object Transfer,13522,6,6,,2026-03-03T21:09:40.637907Z,5,4664,,no,0,0.0,0,1149557,0.648,#C C grabs plate,grabs plate,Logistics step involving picking up an object.,r002,Cooking,,silver,2141.0989786000005,2026-03-03T21:09:40.637931Z,Gold,3d7ba3f7-f393-41ec-88a2-c33b82ec8c47,no
Stationary,13523,6,6,,2026-03-03T21:09:42.593698Z,7,2475,watchlist_verb,yes,0,0.0,0,1149558,1.388,#C C holds the dumbbell,holds dumbbell,Holding an object with minimal movement.,r002,Desk Work,,silver,10.9505686,2026-03-03T21:09:42.593720Z,Gold,3e287c36-44a8-4871-b090-dbd352392181,yes
Essential Operation,13524,6,6,Stationary,2026-03-03T21:09:43.913771Z,5,4199,watchlist_verb,yes,0,0.0,0,1149559,6.289,#C C holds the dumbbell,holds dumbbell,Core manual task involving high hand activity.,r002,Desk Work,,silver,175.68422859999998,2026-03-03T21:09:52.382589Z,Bad,3e287c36-44a8-4871-b090-dbd352392181,yes
Essential Operation,13525,6,6,,2026-03-03T21:09:55.325125Z,3,10131,,no,0,0.0,0,1149560,1.132,#C C exchange dumbbell to right hand,exchange dumbbell to right hand,Core manual task involving high hand activity.,r002,Desk Work,,silver,312.9760892695843,2026-03-03T21:09:55.325140Z,Gold,3e287c36-44a8-4871-b090-dbd352392181,no
Essential Operation,13526,6,6,,2026-03-03T21:09:56.688732Z,8,2124,,no,0,0.0,0,1149561,3.181,#C C lifts up dumbbell,lifts up dumbbell,Core manual task involving high hand activity.,r002,Desk Work,Object Transfer,silver,372.3232892695843,2026-03-03T21:10:01.973569Z,Gold,3e287c36-44a8-4871-b090-dbd352392181,no
Locomotion,13527,6,6,,2026-03-03T21:10:13.891152Z,4,6092,watchlist_verb,yes,0,0.0,0,1149562,4.716,#C C moves exercise matt,moves exercise matt,Body moving through space to move an object (exercise mat).,r002,Desk Work,,silver,306.9564186,2026-03-03T21:10:13.891196Z,Skip,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Locomotion,13528,6,6,Stationary,2026-03-03T21:10:18.062822Z,6,3992,,no,0,0.0,0,1149563,3.337,#C C stands on the yoga mat,stands on yoga mat,"Body movement through space, specifically standing which involves a change in posture and position.",r002,Desk Work,,silver,598.1406093320909,2026-03-03T21:10:18.062844Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Object Transfer,13529,6,6,Stationary,2026-03-03T21:10:25.738029Z,13,806,watchlist_verb,yes,0,0.0,0,1149564,6.961,#C C touches the floor with her right hand,touches floor with her right hand,"The action involves picking up or touching an object, which is a logistics step.",r002,Desk Work,,silver,673.1117693320908,2026-03-03T21:10:25.738061Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Stationary,13530,6,6,,2026-03-03T21:10:28.064597Z,7,2480,watchlist_verb,yes,0,0.0,0,1149565,1.477,#C C holds her waist,holds her waist,"Low body/hand motion, indicative of a pause or idle state.",r002,Desk Work,,silver,761.9298793320909,2026-03-03T21:10:28.064621Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Object Transfer,13531,6,6,Stationary,2026-03-03T21:10:29.942187Z,6,3282,watchlist_verb,yes,0,0.0,0,1149566,4.429,#C C touches the floor with her left hand,touches floor with her left hand,"The action involves picking up or touching an object on the floor, which is a logistics step.",r002,Desk Work,,silver,772.5778993320909,2026-03-03T21:10:33.413873Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Locomotion,13532,6,6,,2026-03-03T21:10:35.528853Z,8,2112,,no,0,0.0,0,1149567,1.439,#C C jumps to the right,jumps to right,Body moving through space with a sudden movement.,r002,Desk Work,,silver,807.2316693320909,2026-03-03T21:10:35.528876Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Stationary,13533,6,6,Essential Operation,2026-03-03T21:10:41.163249Z,3,8582,watchlist_verb,yes,1,1.0,1,1149568,4.765,#C C adjusts the camera with her left hand,adjusts camera with her left hand,Adjusting the camera is a precise action that does not involve significant body or hand motion.,r002,Desk Work,,silver,834.954577613672,2026-03-03T21:10:41.163272Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Stationary,13534,6,6,,2026-03-03T21:10:44.410962Z,7,2547,watchlist_verb,yes,0,0.0,0,1149569,2.197,#C C touches her nose with her left hand,touches her nose with her left hand,"Low body/hand motion, likely idle or thinking.",r002,Desk Work,,silver,927.876987613672,2026-03-03T21:10:44.410986Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Stationary,13535,6,6,,2026-03-03T21:10:46.445859Z,3,9358,watchlist_verb,yes,0,0.0,0,1149570,1.334,#C C touches her nose with her right hand,touches her nose with her right hand,"Low body/hand motion, likely a minor gesture during stationary activity.",r002,Desk Work,,silver,987.936287613672,2026-03-03T21:10:46.445882Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Locomotion,13536,6,6,,2026-03-03T21:10:48.392831Z,4,6691,,no,0,0.0,0,1149571,1.189,#C C jumps to the left side on the floor,jumps to left side on floor,Body moving through space (jumping).,r002,Desk Work,,silver,1010.894207613672,2026-03-03T21:10:48.392847Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Stationary,13537,6,6,Essential Operation,2026-03-03T21:10:52.328455Z,8,1972,watchlist_verb,yes,0,0.0,0,1149572,3.197,#C C adjusts the camera with her hands,adjusts camera with her hands,"Low body/hand motion, primarily fine hand adjustments.",r002,Desk Work,,silver,1047.1759076136718,2026-03-03T21:10:52.328479Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Locomotion,13538,6,6,,2026-03-03T21:10:54.929547Z,4,6690,,no,0,0.0,0,1149573,1.874,#C C jumps on the mat,jumps on mat,"Body movement through space, likely involving a sudden change in position.",r002,Desk Work,,silver,1108.3058573792969,2026-03-03T21:10:54.929571Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Stationary,13539,6,6,,2026-03-03T21:10:57.356907Z,6,3285,watchlist_verb,yes,0,0.0,0,1149574,1.437,#C C touches her mouth,touches her mouth,"Low body/hand motion, likely idle or thinking.",r002,Desk Work,,silver,1180.094737379297,2026-03-03T21:10:57.356931Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Stationary,13540,6,6,,2026-03-03T21:10:59.903255Z,3,9572,,no,0,0.0,0,1149575,1.407,#C C carries her right hand up,carries her right hand up,"Low body/hand motion, likely a minor movement or gesture.",r002,Desk Work,,silver,1206.080507379297,2026-03-03T21:10:59.903272Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Stationary,13541,6,6,,2026-03-03T21:11:03.387949Z,5,4440,,no,0,0.0,0,1149576,2.555,#C C carries her left hand up,carries her left hand up,"Low body/hand motion, likely a minor hand movement while stationary.",r002,Desk Work,,silver,1208.937277379297,2026-03-03T21:11:03.387964Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Locomotion,13542,6,6,,2026-03-03T21:11:05.957121Z,3,10324,,no,0,0.0,0,1149577,1.304,#C C jumps to the front,jumps to front,"[CtxFixed] The action of jumping to the front is a form of movement, which falls under the 'Locomotion' category.",r002,Desk Work,,silver,1439.244547487564,2026-03-03T21:11:05.957145Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Stationary,13543,6,6,,2026-03-03T21:11:09.180414Z,4,8092,,no,0,0.0,0,1149578,1.619,#C C sits on the ground,sits on ground,Sitting on the ground indicates a stationary position with minimal movement.,r002,Desk Work,,silver,1725.3821159242189,2026-03-03T21:11:09.180438Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,no
Object Transfer,13544,6,6,Stationary,2026-03-03T21:11:22.954840Z,5,4362,watchlist_verb,yes,0,0.0,0,1149579,4.47,#C C touches the floor with her hands,touches floor with her hands,Logistics action involving picking up or putting down an object from the floor.,r002,Desk Work,,silver,1742.9467759242189,2026-03-03T21:11:22.954879Z,Bad,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Search,13545,6,6,,2026-03-03T21:11:25.926341Z,5,4388,watchlist_verb,yes,0,0.0,0,1149580,2.021,#C C touches the watch,touches watch,Head and hand movement likely involved in checking the time.,r002,Desk Work,,silver,1800.3826259242187,2026-03-03T21:11:25.926364Z,Gold,3efbad19-b258-443a-8f71-d4f7e4f8aef1,yes
Locomotion,13546,6,6,Object Transfer,2026-03-03T21:11:27.263668Z,7,2896,,no,0,0.0,0,1149581,3.682,#C C pulls the table,pulls table,"Movement of the body to pull an object, involving high body acceleration.",r002,Cleaning,,silver,95.9776386,2026-03-03T21:11:32.419556Z,Bad,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Stationary,13547,6,6,,2026-03-03T21:11:34.638385Z,4,6188,watchlist_verb,yes,0,0.0,0,1149582,1.466,#C C touches the books,touches books,"Low body/hand motion, likely inspecting the books.",r002,Cleaning,,silver,108.6058286,2026-03-03T21:11:34.638406Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,yes
Locomotion,13548,6,6,,2026-03-03T21:11:38.794081Z,4,7527,,no,0,0.0,0,1149583,3.369,#C C pushes #unsure,pushes,"Body movement through space, likely pushing an object or cleaning equipment.",r002,Cleaning,,silver,111.4138886,2026-03-03T21:11:38.794103Z,Skip,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13549,6,6,,2026-03-03T21:11:42.145627Z,3,11202,,no,0,0.0,0,1149584,2.403,#C C picks the #unsure from ground,picks from ground,Logistics step of picking up an object.,r002,Cleaning,,silver,130.06036859999998,2026-03-03T21:11:42.145651Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13550,6,6,,2026-03-03T21:11:44.787922Z,4,8272,,no,0,0.0,0,1149585,1.509,#C C takes the pillow on the chair,takes pillow on chair,Logistics step involving picking up and moving an object.,r002,Cleaning,,silver,353.6570744025488,2026-03-03T21:11:44.787936Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Locomotion,13551,6,6,,2026-03-03T21:11:46.990735Z,4,6080,watchlist_verb,yes,0,0.0,0,1149586,1.29,#C C moves close to the chair,moves close to chair,Body moving through space (moving closer).,r002,Cleaning,,silver,357.6144544025488,2026-03-03T21:11:46.990750Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,yes
Essential Operation,13552,6,6,,2026-03-03T21:11:50.430901Z,9,1645,,no,0,0.0,0,1149587,1.474,#C C cleans the chair with the vacuum cleaner,cleans chair with vacuum cleaner,Core task involving high hand activity with a tool.,r002,Cleaning,,silver,478.9750344025488,2026-03-03T21:11:50.430926Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13553,6,6,,2026-03-03T21:11:52.803331Z,4,8248,,no,0,0.0,0,1149588,1.497,#C C takes the cushion,takes cushion,"Logistics/Setup step, moving an object.",r002,Cleaning,,silver,511.1997144025488,2026-03-03T21:11:52.803346Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13554,6,6,,2026-03-03T21:11:55.197194Z,4,7624,,no,0,0.0,0,1149589,1.472,#C C puts the cushion on the chair,puts cushion on chair,Logistics step involving picking up and placing an object.,r002,Cleaning,,silver,630.649907613672,2026-03-03T21:11:55.197214Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13555,6,6,,2026-03-03T21:12:29.421478Z,14,752,,no,0,0.0,0,1149590,2.452,#C C puts the packet on the table,puts packet on table,Logistics step involving picking up and placing an object.,r002,Cleaning,,silver,704.1544376136719,2026-03-03T21:12:29.421513Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13556,6,6,,2026-03-03T21:12:32.233027Z,5,5651,,no,0,0.0,0,1149591,1.866,#C C takes the plant pot,takes plant pot,Logistics/Setup step.,r002,Cleaning,,silver,858.6062482341054,2026-03-03T21:12:32.233042Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13557,6,6,,2026-03-03T21:12:34.399423Z,6,3829,,no,0,0.0,0,1149592,1.283,#C C puts down the plant pot,puts down plant pot,Logistics step involving placing an object down.,r002,Cleaning,,silver,860.3778382341054,2026-03-03T21:12:34.399445Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13558,6,6,,2026-03-03T21:12:36.667857Z,8,2397,,no,0,0.0,0,1149593,0.739,#C C takes the wipe,takes wipe,"Logistics/Setup step, picking up the wipe.",r002,Cleaning,,silver,893.3642282341054,2026-03-03T21:12:36.667888Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Essential Operation,13559,6,6,,2026-03-03T21:12:38.002193Z,4,8125,,no,0,0.0,0,1149594,0.597,#C C sprays the shelf,sprays shelf,Core task involving high hand activity.,r002,Cleaning,,silver,978.0414282341054,2026-03-03T21:12:38.002230Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Object Transfer,13560,6,6,,2026-03-03T21:12:39.434426Z,5,5046,,no,0,0.0,0,1149595,0.758,#C C picks the toy on the floor,picks toy on floor,Logistics step involving picking up an object.,r002,Cleaning,,silver,1036.927318234105,2026-03-03T21:12:39.434449Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Essential Operation,13561,6,6,,2026-03-03T21:12:40.495972Z,13,810,,no,0,0.0,0,1149596,0.576,#C C cleans the house,cleans house,Core task involving high hand activity.,r002,Cleaning,,silver,1205.1506416989582,2026-03-03T21:12:40.495986Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
Stationary,13562,6,6,,2026-03-03T21:12:41.919021Z,4,6212,watchlist_verb,yes,0,0.0,0,1149597,0.793,#C C touches power cable,touches power cable,"Low body/hand motion, likely involves minimal movement.",r002,Cleaning,,silver,1248.5729216989582,2026-03-03T21:12:41.919044Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,yes
Object Transfer,13563,6,6,,2026-03-03T21:12:43.098306Z,6,3623,,no,0,0.0,0,1149598,0.562,#C C picks the dirt on the floor,picks dirt on floor,Logistics step involving picking up an object.,r002,Cleaning,,silver,1256.8488216989583,2026-03-03T21:12:43.098320Z,Gold,3f0aa3e8-6c8c-4eab-ad6e-00d3876768d8,no
