video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
45bf438d-0cbb-40b8-be95-58204bb3c6fe,278.5246086,#C C checks on a book,Mechanical Repair,Search,"Head movement (visual inspection), passive hands.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,280.6931292247544,#C C holds books,Mechanical Repair,Stationary,Holding books involves minimal movement and is a static activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,282.9181392247544,#C C places the book on the shelf,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,285.5888192247544,#C C picks a book,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,286.9143092247544,#C C picks the towel,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,287.3582292247544,#C C wipes the book with the towel,Mechanical Repair,Essential Operation,Core task involving manual activity with hands.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,288.3507192247544,#C C turns the book,Mechanical Repair,Search,"Head movement (turning), passive hands.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,288.7263592247544,#C C wipes the book with the towel,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,290.1385092247544,#C C picks a book,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,292.7666392247544,#C C passes the book to the left hand,Mechanical Repair,Object Transfer,"Passing an object from one hand to another, logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,293.6227892247544,#C C flips the book,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,294.9211392247544,#C C picks optical disc,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,295.7785992247544,#C C flips the book,Mechanical Repair,Stationary,The action of flipping a book is a quick motion but does not involve continuous movement or high activity that would classify it under other categories.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,296.9366792247544,#C C puts the optical disc in the book,Mechanical Repair,Object Transfer,Logistics step involving placing the optical disc.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,297.6139192247544,#C C removes the optical disc,Mechanical Repair,Object Transfer,Logistics/Setup step involving the removal of an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,297.9839092247544,#C C flips the book,Mechanical Repair,Stationary,The action of flipping a book is a quick motion that does not involve continuous movement or high energy expenditure.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,299.1880792247544,#C C puts the optical disc in the book,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,299.2855692247544,#C C flips the book,Mechanical Repair,Search,Head and hand movement likely involved in flipping through the book to find information.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,299.4113292247544,#C C picks a book,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,300.0176692247544,#C C places the book on the other book,Mechanical Repair,Object Transfer,Logistics step of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,300.3798092247544,#C C picks the book,Mechanical Repair,Object Transfer,"The action involves picking up an object, which is a logistics step.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,300.7495592247544,#C C flips the book,Mechanical Repair,Search,Head and hand movement indicative of searching for information.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,301.3356292247544,#C C puts a book in the book,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,301.9901792247544,#C C picks the book,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,303.0987192247544,#C C moves books,Mechanical Repair,Object Transfer,Logistics/moving objects (books).,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,304.6067792247544,#C C places the book on the shelf,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,306.6037392247544,#C C flips a book,Mechanical Repair,Stationary,"Low body/hand motion, likely involving minimal movement.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,308.9787192247544,#C C puts the put in the shelf,Mechanical Repair,Object Transfer,Logistics/Setup step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,309.8079492247544,#C C picks a book,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,312.2390692247544,#C C picks a towel,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,312.6800392247544,#C C wipes the book with the towel,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,313.5595992247544,#C C turns the book,Mechanical Repair,Search,"Head movement (visual search), hands mostly still.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,313.9884292247544,#C C wipes the book with the towel,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,315.0000092247544,#C C picks the book,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,316.0996492247544,#C C places the book on the shelf,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,318.6826292247544,#C C picks books,Mechanical Repair,Object Transfer,Logistics action involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,319.6751092247544,#C C places the book on the shelf,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,320.4875392247544,#C C places the books on the shelf,Mechanical Repair,Object Transfer,Logistics step of placing objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,322.3883292247544,#C C adjusts the pullover,Mechanical Repair,Essential Operation,"[CtxFixed] Adjusting a pullover is a personal task that involves putting on or arranging clothing, which falls under essential operations.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,323.4856092247544,#C C picks a notebook,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,325.6551092247544,#C C moves papers,Mechanical Repair,Stationary,"Moving papers is a low-energy activity, likely involving minimal body movement.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,326.5781892247544,#C C touches a towel,Mechanical Repair,Stationary,"Low body/hand motion, likely a pause or idle moment.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,326.9957292247544,#C C passes the notebook to the left hand,Mechanical Repair,Object Transfer,Passing an object from one hand to another involves logistics and short bursts of hand acceleration.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,327.7622092247544,#C C places the notebook on the table,Mechanical Repair,Object Transfer,Logistics step of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,328.0803392247544,#C C picks #unsure,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,328.7878692247544,#C C places #unsure on a book,Mechanical Repair,Stationary,"Low body/hand motion, indicating a pause or setup action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,328.8959692247544,#C C moves the notebooks,Mechanical Repair,Object Transfer,"Logistics of moving objects, likely involves picking up and placing down notebooks.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,329.3016692247544,#C C picks a pen case,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,330.0801092247544,#C C passes the pen case to the left hand,Mechanical Repair,Object Transfer,Transfer of an object from one hand to another.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,330.6242692247544,#C C opens the pen case,Mechanical Repair,Object Transfer,Logistics step involving opening a container.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,332.8589392247544,#C C places the pen case cover on the table,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,333.9597792247544,#C C picks a pen,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,334.5803692247544,#C C places the pen case on a book,Mechanical Repair,Object Transfer,Logistics step involving the placement of an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,335.2245792247544,#C C uncaps the pen,Mechanical Repair,Stationary,"Low body/hand motion, primarily a fine motor action.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,335.8043892247544,#C C moves the notebook,Mechanical Repair,Stationary,"Moving a notebook is a low-energy action, likely involving minimal body movement.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,336.8244992247544,#C C writes on the notebook,Mechanical Repair,Stationary,"Low body/hand motion, writing is a fine motor task that doesn't involve much acceleration.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,353.7103892247544,#C C caps the pen,Mechanical Repair,Object Transfer,"Logistics step, picking up or putting down an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,355.1447092247544,#C C picks the notebook,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,355.6003592247544,#C C places the notebook on a book,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,356.2286092247544,#C C picks the pen case,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,356.8650792247544,#C C puts the pen in the pen case,Mechanical Repair,Object Transfer,Logistics step involving the placement of an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,362.4703292247544,#C C picks the pen case cover,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,363.3581392247544,#C C covers the pen case,Mechanical Repair,Stationary,"Covering an object is a low-energy action, similar to setting something down.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,364.5605292247544,#C C puts the pen case in the shelf,Mechanical Repair,Object Transfer,"Logistics/Setup step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,365.5889992247544,#C C touches a magazine,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting or touching the magazine without significant movement.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,367.0376192247544,#C C picks the magazine,Mechanical Repair,Object Transfer,Logistics step of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,368.1171492247544,#C C picks a notebook,Mechanical Repair,Object Transfer,"Picking up an object, involves short bursts of hand acceleration.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,368.7327192247544,#C C places the magazine on the table,Mechanical Repair,Object Transfer,Logistics step of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,369.2473192247544,#C C places the notebook on a book,Mechanical Repair,Object Transfer,Logistics step involving placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,369.9313292247544,#C C picks a magazine,Mechanical Repair,Object Transfer,Logistics action of picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,371.3253192247544,#C C places the magazine on the other magazine,Mechanical Repair,Object Transfer,Logistics step involving placing one object on another.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,372.5806892247544,#C C touches a magazine,Mechanical Repair,Stationary,"Low body/hand motion, likely inspecting or pausing.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,373.5890792247544,#C C picks the magazine,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,374.0794992247544,#C C flips the magazine,Mechanical Repair,Essential Operation,"[CtxFixed] Flipping a magazine is an action that involves manipulating the object for reading or viewing, which falls under the category of an essential operation.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,376.5002192247544,#C C places the magazine on a book,Mechanical Repair,Object Transfer,"Logistics step, placing an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,377.1620492247544,#C C holds a magazine,Mechanical Repair,Stationary,Holding an object with minimal movement.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,378.0806292247544,#C C picks the magazine,Mechanical Repair,Object Transfer,Logistics step involving picking up an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,378.5866392247544,#C C places the magazine on the other magazine,Mechanical Repair,Object Transfer,"Placing an object, involves logistics of moving and positioning.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,379.1724992247544,#C C picks the magazines,Mechanical Repair,Object Transfer,Logistics step involving picking up objects.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,379.7830492247544,#C C puts the magazines in the shelf,Mechanical Repair,Object Transfer,"Logistics step, moving objects to a location.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,381.0714292247544,#C C points a magazine,Mechanical Repair,Stationary,Pointing an object typically involves minimal body motion and is a static action.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,381.9640692247544,#C C stares at the magazine,Mechanical Repair,Stationary,"Low body/hand motion, likely idle or thinking.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,383.4704892247544,#C C points the magazine,Mechanical Repair,Stationary,Pointing an object typically involves minimal body movement and can be considered a stationary action.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,383.8666992247544,#C C picks the magazine,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,384.4193492247544,#C C puts the magazine in the shelf,Mechanical Repair,Object Transfer,Logistics action of placing an object.,silver
45bf438d-0cbb-40b8-be95-58204bb3c6fe,385.2425792247544,#C C holds a book,Mechanical Repair,Stationary,"Low body/hand motion, holding an object without movement.",silver
