action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Stationary,2,#O the boy D places his right hand on his right knee.,"Low body/hand motion, likely holding a stationary position.",r001,Cleaning,Gold,1015.8946953125,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Stationary,2,#C C interacts with the woman A.,"Low body/hand motion, likely involves talking or observing.",r001,Cleaning,Gold,1021.3845853125,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Stationary,2,#O person A converses with person X,"Low body/hand motion, typically involves speaking.",r001,Cleaning,Gold,1120.0477819791663,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Stationary,2,#O person A writes in a book,Writing is a fine motor task that involves minimal body movement.,r001,Cleaning,Gold,1185.5977619791663,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Stationary,2,#O person Y sways legs,"Low body/hand motion, indicating a relaxed, idle state.",r001,Cleaning,Gold,1186.6245019791666,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Essential Operation,2,#O person X folds the leg,Core task involving fine hand movements.,r001,Cleaning,Gold,1195.8570419791663,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Stationary,2,#O person X converses with C,Low body/hand motion during conversation.,r001,Cleaning,Gold,1343.116981979167,ed31f134-b3f0-4f50-b8ae-d956b2f9ccfd
Object Transfer,2,#C C removes bag from the cupboard,"The action involves picking up an object (removing the bag), which is a logistics step.",r001,Walking Outdoors,Gold,63.8056186,ed6d342f-d599-41ba-a0a4-2822bbe9a78a
Search,2,#C C stares at the mirror,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,Gold,289.6357186,ed6d342f-d599-41ba-a0a4-2822bbe9a78a
Search,2,#C C looks at the shoe rack,"Head movement (visual inspection), hands mostly still.",r001,Walking Outdoors,Gold,397.2241786,ed6d342f-d599-41ba-a0a4-2822bbe9a78a
Stationary,2,#C C adjusts the camera,Adjusting the camera typically involves minimal body movement and can be considered a low-energy activity.,r001,Playing Instrument,Gold,0.0210286458333333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C puts the pen down,Logistics/Setup step involving picking up or putting down an object.,r001,Playing Instrument,Gold,29.528638645833333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C talks to woman K,"Low body/hand motion, verbal interaction.",r001,Playing Instrument,Gold,173.3102086458333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O woman K takes scrabble piece,Logistics/Setup step (taking an object).,r001,Playing Instrument,Gold,180.78339864583333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C moves scrabble piece on the board,Logistics of moving an object (scrabble piece) on a board.,r001,Playing Instrument,Gold,193.21067864583333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C moves scrabble pieces in the box,"Logistics of moving objects (scrabble pieces), short bursts of hand activity.",r001,Playing Instrument,Gold,198.7634686458333,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C fixes a carcassonne puzzle,Fixing a puzzle typically involves fine motor skills and is not associated with significant body or hand acceleration.,r001,Playing Instrument,Gold,354.6471053610677,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O Person A the phone aside,"The action involves moving the phone aside, which is a logistics step.",r001,Playing Instrument,Gold,461.44804536106767,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C moves the carcassonne board game,"The action described seems out of context for playing an instrument and suggests a setup or rearrangement task, which is likely to involve low energy and minimal movement.",r001,Playing Instrument,Gold,552.5854953610677,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Essential Operation,2,#C C claps hands,"High hand activity, clapping is a rhythmic and manual task.",r001,Playing Instrument,Gold,627.0745319791666,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C moves the scrabble tile holder,"Logistics/Setup step, moving an object.",r001,Playing Instrument,Gold,630.3602019791666,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O person Y takes a glass of juice,Logistics step of picking up the glass of juice.,r001,Playing Instrument,Gold,633.4840619791667,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#C C looks at the scrabble board,"Head movement (visual inspection), hands mostly still.",r001,Playing Instrument,Gold,634.3228019791666,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C interacts with person Y,"Low body/hand motion, likely involves speaking or listening.",r001,Playing Instrument,Gold,816.6385819791667,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#O lady X stares at the scrabble board,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Gold,848.0556989287761,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C stares at the scrabble board,"Low body/hand motion, focused attention.",r001,Playing Instrument,Gold,900.054468928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#O lady X talks with C,"Low body/hand motion, likely involves speaking.",r001,Playing Instrument,Gold,925.521508928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O lady X picks the scrabble cubes,Logistics step involving picking up objects.,r001,Playing Instrument,Gold,930.775208928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C turns the scrabble board,The action described seems to be adjusting the position of an object rather than engaging in a dynamic movement that would cause significant body or hand acceleration.,r001,Playing Instrument,Gold,938.814418928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C arranges the scrabble cubes,"Logistics/Setup step, arranging objects.",r001,Playing Instrument,Gold,965.332668928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Essential Operation,2,#C C writes on the paper with pen,Core manual task involving high hand activity.,r001,Playing Instrument,Gold,1019.128608928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C picks the scrabble cubes,Logistics/Setup step involving picking up objects.,r001,Playing Instrument,Gold,1021.416048928776,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Essential Operation,2,#O lady X moves hands,"Core task involving high hand activity, likely playing the instrument.",r001,Playing Instrument,Gold,1154.8268123647172,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C drinks wine from the glass,Drinking involves minimal motion and is generally a stationary activity.,r001,Playing Instrument,Gold,1171.5280123647174,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C plays the scrabble game,Playing a game typically involves minimal body movement and is a relatively stationary activity.,r001,Playing Instrument,Gold,1205.8470723647174,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Essential Operation,2,#C C touches the plate,Core task involving high hand activity.,r001,Playing Instrument,Gold,1317.7298023647172,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#O lady X plays the scrabble game,Playing a board game like Scrabble involves minimal body movement and is generally a stationary activity.,r001,Playing Instrument,Gold,1322.5484223647172,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O lady X arranges the scrabble cubes,"Logistics/Setup step, arranging objects.",r001,Playing Instrument,Gold,1371.3521320277343,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#O lady X holds the scrabble cubes,"The action describes holding an object, which indicates a low-energy, stationary state.",r001,Playing Instrument,Gold,1416.5420220277342,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C places the wine glass down,"Logistics step, placing the object down.",r001,Playing Instrument,Gold,1443.9786720277343,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C picks the scrabble book,Logistics step of picking up an object.,r001,Playing Instrument,Gold,1556.7343520277343,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C talks with lady X,Low body/hand motion.,r001,Playing Instrument,Gold,1620.5866320277344,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C Picks scribble letters,"The action 'Picks scribble letters' suggests a stationary activity, likely involving selecting letters or symbols without significant body or hand movement.",r001,Playing Instrument,Gold,1655.2924553125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Essential Operation,2,#O Man Y Writes on a paper,"Core manual task involving writing, high hand activity.",r001,Playing Instrument,Gold,1704.7275653124998,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#C C Stares at the scrabble game,"Head movement (visual inspection), hands mostly still.",r001,Playing Instrument,Gold,1730.8302553125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C Puts a hand on a table,"Putting a hand on a table indicates a pause or resting action, with low body and hand motion.",r001,Playing Instrument,Gold,1790.8596753124998,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#O Man Y Picks a letter,"The action described seems to be selecting a letter, which is a low-energy activity with minimal body or hand movement.",r001,Playing Instrument,Gold,1824.9558253125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C Stares at the scrabble game,"Low body/hand motion, focused gaze.",r001,Playing Instrument,Gold,1837.3657053125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O Man Y Puts down a letter,"The action involves placing down an object, which is a logistical step.",r001,Playing Instrument,Gold,1887.9364253125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C arranges a word on a board,"The action involves arranging something, which is likely a low-energy, precise movement rather than a high-energy activity.",r001,Playing Instrument,Gold,2029.2953253125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C arranges words on a word holder,"The action involves arranging words, which is likely a static task with minimal body or hand motion.",r001,Playing Instrument,Gold,2052.0658953125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C stares at a game board,"The action describes a person looking at a game board without any movement, indicating a low energy state.",r001,Playing Instrument,Gold,2163.7410953125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O person X moves the tiles on the scrabble tile holder,"Logistics of moving objects (tiles), short bursts of hand activity.",r001,Playing Instrument,Gold,2180.8778353125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#C C looks at the scrabble game,"Head movement (visual inspection), hands mostly still.",r001,Playing Instrument,Gold,2229.5361853125,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C puts the letter on the scrabble board,"Logistics step of placing an object, short bursts of hand acceleration.",r001,Playing Instrument,Gold,2855.8379391259086,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#O woman X rotates the scrabble board,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Gold,2865.8373591259087,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#C C rotates the scrabble board,"Head and/or hand movement (visual search/adjustment), likely passive hands.",r001,Playing Instrument,Gold,2886.179449125909,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#CC checks letter in his hand,"Low body/hand motion, likely involves holding and examining the letter.",r001,Playing Instrument,Gold,2908.7549691259087,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C counts the letters,The action described does not involve significant body or hand movement.,r001,Playing Instrument,Gold,3205.9348025908857,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Search,2,#C C looks at the book on the table,"Head movement (visual search), hands mostly still.",r001,Playing Instrument,Gold,3312.878177798885,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C converses with woman X,"Low body/hand motion, primarily involves speaking.",r001,Playing Instrument,Gold,3358.984927798885,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C arranges letters from the scrabble rack,Logistics/Setup step involving moving objects (letters).,r001,Playing Instrument,Gold,3638.861165172266,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C converses to woman X,Low body/hand motion.,r001,Playing Instrument,Gold,3644.706175172266,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#O woman X picks scrabble letter from the box,"The action involves picking up an object, which corresponds to logistics and setup.",r001,Playing Instrument,Gold,3670.580215172266,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C puts the letters on the scrabble rack,"Logistics/Setup step, involves picking up and placing letters.",r001,Playing Instrument,Gold,3741.991555172266,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Stationary,2,#C C arranges letters in the scrabble rack,"Low body/hand motion, arranging items does not involve significant movement.",r001,Playing Instrument,Gold,3824.5781961585935,ee5ed7ca-667d-4a31-bdc8-13a9b8008246
Object Transfer,2,#C C closes the car door,"Action involves closing a door, which is a logistics step.",r001,Cooking,Gold,7.94428,f3146699-d715-44fd-9136-085b103dada4
Stationary,2,#C C stops the car,"The action describes a stop, indicating low body/hand motion.",r001,Cooking,Gold,547.2692400000001,f3146699-d715-44fd-9136-085b103dada4
Locomotion,2,#C C reverse the car,"Body moving through space, likely involves steering and foot movements.",r001,Cooking,Gold,905.11517,f3146699-d715-44fd-9136-085b103dada4
Object Transfer,2,#C C lifts the broom,Logistics step of picking up the broom.,r001,Cleaning,Gold,21.1629396,f54fd12b-d439-4f3c-9d0c-293336dd33b1
Object Transfer,2,#C C places a dustpan on the other dustpan,Logistics step involving placing one object on another.,r001,Cleaning,Gold,25.589329600000003,f54fd12b-d439-4f3c-9d0c-293336dd33b1
Locomotion,2,#C C walks forward,"Body moving through space, indicative of walking.",r001,Cleaning,Gold,94.7222796,f54fd12b-d439-4f3c-9d0c-293336dd33b1
Essential Operation,2,#C C sweeps the trash into a dustpan,Core manual task involving high hand activity.,r001,Cleaning,Gold,100.1815596,f54fd12b-d439-4f3c-9d0c-293336dd33b1
Locomotion,2,#C C sweeps the floor,"Body moving through space while performing a sweeping action, indicative of high body acceleration.",r001,Cleaning,Gold,113.4551596,f54fd12b-d439-4f3c-9d0c-293336dd33b1
Object Transfer,2,#C C puts down the sponge,Logistics step of putting down an object.,r001,Cleaning,Gold,37.6354386,f5c456b2-b998-4f42-82bd-786833fb3891
Essential Operation,2,#C C rinses the scraper,Core task involving high hand activity.,r001,Cleaning,Gold,43.9263986,f5c456b2-b998-4f42-82bd-786833fb3891
Stationary,2,#C C holds the bottle,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,84.1021086,f5c456b2-b998-4f42-82bd-786833fb3891
Stationary,2,#C C holds the cup with the other hand,"Low body/hand motion, holding an object without moving.",r001,Cleaning,Gold,131.14461859999997,f5c456b2-b998-4f42-82bd-786833fb3891
Stationary,2,#C C holds the tap,"Low body/hand motion, holding position.",r001,Cleaning,Gold,148.01150859999998,f5c456b2-b998-4f42-82bd-786833fb3891
Stationary,2,#C C holds the cutting board,"Low body/hand motion, holding an object.",r001,Cleaning,Gold,154.41801859999998,f5c456b2-b998-4f42-82bd-786833fb3891
Essential Operation,2,#C C pours water from the bowl,Core task involving active hand movement.,r001,Cleaning,Gold,189.7561686,f5c456b2-b998-4f42-82bd-786833fb3891
Object Transfer,2,#C C puts the cutlery in the drawer,Logistics step involving picking up and placing the cutlery.,r001,Cleaning,Gold,262.8824186,f5c456b2-b998-4f42-82bd-786833fb3891
Stationary,2,#C C holds the spoon,"Low body/hand motion, holding an object without movement.",r001,Cleaning,Gold,294.82867926806586,f5c456b2-b998-4f42-82bd-786833fb3891
